id,pose_type,coordinate_frame,units,quaternion_order,scanner_forward_axis,scanner_up_axis,viewpoint_quaternion_meaning,x,y,z,qw,qx,qy,qz
27,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,0,1.8,0.75,0.7071067812,0,0,-0.7071067812
28,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3,1.8,0.75,0.7071067812,0,0,-0.7071067812
29,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3,1.8,1.016666667,0.7071067812,0,0,-0.7071067812
30,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,0,1.8,1.016666667,0.7071067812,0,0,-0.7071067812
31,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3,1.8,1.016666667,0.7071067812,0,0,-0.7071067812
32,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3,1.8,1.283333333,0.7071067812,0,0,-0.7071067812
33,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,0,1.8,1.283333333,0.7071067812,0,0,-0.7071067812
34,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3,1.8,1.283333333,0.7071067812,0,0,-0.7071067812
35,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3,1.8,1.55,0.7071067812,0,0,-0.7071067812
36,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,0,1.8,1.55,0.7071067812,0,0,-0.7071067812
37,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3,1.8,1.55,0.7071067812,0,0,-0.7071067812
38,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3,-1.8,0.75,0.7071067812,0,0,0.7071067812
39,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,0,-1.8,0.75,0.7071067812,0,0,0.7071067812
40,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3,-1.8,0.75,0.7071067812,0,0,0.7071067812
41,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3,-1.8,1.016666667,0.7071067812,0,0,0.7071067812
42,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,0,-1.8,1.016666667,0.7071067812,0,0,0.7071067812
43,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3,-1.8,1.016666667,0.7071067812,0,0,0.7071067812
44,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3,-1.8,1.283333333,0.7071067812,0,0,0.7071067812
45,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,0,-1.8,1.283333333,0.7071067812,0,0,0.7071067812
46,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3,-1.8,1.283333333,0.7071067812,0,0,0.7071067812
47,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3,-1.8,1.55,0.7071067812,0,0,0.7071067812
48,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,0,-1.8,1.55,0.7071067812,0,0,0.7071067812
49,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3,-1.8,1.55,0.7071067812,0,0,0.7071067812
