id,pose_type,coordinate_frame,units,quaternion_order,scanner_forward_axis,scanner_up_axis,viewpoint_quaternion_meaning,x,y,z,qw,qx,qy,qz
16,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.828073764,-0.2753345143,0.7676012508,0,0,0,1
17,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3.821402397,-0.3130040221,0.7127445292,1,0,0,0
18,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-0.7341824822,1.762479085,0.9330988484,0.7071067812,0,0,-0.7071067812
19,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,0.5878455738,-1.867751668,0.8690607898,0.7071067812,0,0,0.7071067812
20,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.739294012,-0.3204026318,1.47110768,0,0,0,1
21,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3.741741469,-0.2425133356,1.402715041,1,0,0,0
22,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,0.08065719469,1.727539113,1.110385401,0.7071067812,0,0,-0.7071067812
23,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-0.3663869009,-1.69244173,1.028618247,0.7071067812,0,0,0.7071067812
24,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.861356569,-0.2437946209,1.323237499,0,0,0,1
25,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3.828787515,-0.09688656934,1.367552035,1,0,0,0
26,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,0.8107914828,1.828882312,1.156124724,0.7071067812,0,0,-0.7071067812
27,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,0.5420129505,-1.915614742,1.186009548,0.7071067812,0,0,0.7071067812
28,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.900777875,-0.1416060046,1.053222498,0,0,0,1
29,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3.722421454,-0.2120009484,1.687501036,1,0,0,0
30,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-1.03926383,1.839287647,0.8253668566,0.7071067812,0,0,-0.7071067812
31,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,1.148492749,-1.865526213,1.406170439,0.7071067812,0,0,0.7071067812
32,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.720889102,-0.3021200396,1.013831728,0,0,0,1
33,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3.790884314,-0.2099342134,0.8035247333,1,0,0,0
34,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,0.145241696,1.717436573,0.707694031,0.7071067812,0,0,-0.7071067812
35,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,0.7789543933,-1.857826989,1.537165778,0.7071067812,0,0,0.7071067812
36,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.830786466,-0.1914818383,1.32108695,0,0,0,1
37,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3.773290022,-0.3573009347,1.09956129,1,0,0,0
38,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-1.753478061,1.804612794,1.229176392,0.7071067812,0,0,-0.7071067812
39,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-1.690134692,-1.872356965,1.363314168,0.7071067812,0,0,0.7071067812
40,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.716641257,-0.2591424546,0.8739866651,0,0,0,1
41,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3.891843794,-0.2753041191,1.615804422,1,0,0,0
42,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,0.7925810871,1.832670271,1.006750775,0.7071067812,0,0,-0.7071067812
43,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,0.03793164262,-1.793888046,1.226962628,0.7071067812,0,0,0.7071067812
44,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.853442368,-0.3510021889,0.9916569435,0,0,0,1
45,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3.826084548,-0.2069631345,0.698284444,1,0,0,0
46,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-0.8274857824,1.823113982,0.9628316417,0.7071067812,0,0,-0.7071067812
47,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-0.7543704517,-1.688874635,1.364664247,0.7071067812,0,0,0.7071067812
48,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3.741920651,-0.2461124621,1.394889416,0,0,0,1
49,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3.79033219,-0.3734515337,1.489132713,1,0,0,0
