id,pose_type,coordinate_frame,units,quaternion_order,scanner_forward_axis,scanner_up_axis,viewpoint_quaternion_meaning,x,y,z,qw,qx,qy,qz
47,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3.8,0,1.55,1,0,0,0
48,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3.8,0.5,1.55,1,0,0,0
49,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3.8,1,1.55,1,0,0,0
50,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3,1.8,0.75,0.7071067812,0,0,-0.7071067812
51,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-1.5,1.8,0.75,0.7071067812,0,0,-0.7071067812
52,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,0,1.8,0.75,0.7071067812,0,0,-0.7071067812
53,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,1.5,1.8,0.75,0.7071067812,0,0,-0.7071067812
54,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3,1.8,0.75,0.7071067812,0,0,-0.7071067812
55,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3,1.8,0.95,0.7071067812,0,0,-0.7071067812
56,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-1.5,1.8,0.95,0.7071067812,0,0,-0.7071067812
57,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,0,1.8,0.95,0.7071067812,0,0,-0.7071067812
58,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,1.5,1.8,0.95,0.7071067812,0,0,-0.7071067812
59,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3,1.8,0.95,0.7071067812,0,0,-0.7071067812
60,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3,1.8,1.15,0.7071067812,0,0,-0.7071067812
61,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-1.5,1.8,1.15,0.7071067812,0,0,-0.7071067812
62,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,0,1.8,1.15,0.7071067812,0,0,-0.7071067812
63,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,1.5,1.8,1.15,0.7071067812,0,0,-0.7071067812
64,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3,1.8,1.15,0.7071067812,0,0,-0.7071067812
65,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3,1.8,1.35,0.7071067812,0,0,-0.7071067812
66,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-1.5,1.8,1.35,0.7071067812,0,0,-0.7071067812
67,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,0,1.8,1.35,0.7071067812,0,0,-0.7071067812
68,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,1.5,1.8,1.35,0.7071067812,0,0,-0.7071067812
69,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3,1.8,1.35,0.7071067812,0,0,-0.7071067812
70,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3,1.8,1.55,0.7071067812,0,0,-0.7071067812
71,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-1.5,1.8,1.55,0.7071067812,0,0,-0.7071067812
72,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,0,1.8,1.55,0.7071067812,0,0,-0.7071067812
73,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,1.5,1.8,1.55,0.7071067812,0,0,-0.7071067812
74,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3,1.8,1.55,0.7071067812,0,0,-0.7071067812
75,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3,-1.8,0.75,0.7071067812,0,0,0.7071067812
76,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-1.5,-1.8,0.75,0.7071067812,0,0,0.7071067812
77,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,0,-1.8,0.75,0.7071067812,0,0,0.7071067812
78,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,1.5,-1.8,0.75,0.7071067812,0,0,0.7071067812
79,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3,-1.8,0.75,0.7071067812,0,0,0.7071067812
80,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3,-1.8,0.95,0.7071067812,0,0,0.7071067812
81,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-1.5,-1.8,0.95,0.7071067812,0,0,0.7071067812
82,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,0,-1.8,0.95,0.7071067812,0,0,0.7071067812
83,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,1.5,-1.8,0.95,0.7071067812,0,0,0.7071067812
84,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3,-1.8,0.95,0.7071067812,0,0,0.7071067812
85,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3,-1.8,1.15,0.7071067812,0,0,0.7071067812
86,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-1.5,-1.8,1.15,0.7071067812,0,0,0.7071067812
87,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,0,-1.8,1.15,0.7071067812,0,0,0.7071067812
88,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,1.5,-1.8,1.15,0.7071067812,0,0,0.7071067812
89,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3,-1.8,1.15,0.7071067812,0,0,0.7071067812
90,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3,-1.8,1.35,0.7071067812,0,0,0.7071067812
91,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-1.5,-1.8,1.35,0.7071067812,0,0,0.7071067812
92,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,0,-1.8,1.35,0.7071067812,0,0,0.7071067812
93,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,1.5,-1.8,1.35,0.7071067812,0,0,0.7071067812
94,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3,-1.8,1.35,0.7071067812,0,0,0.7071067812
95,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-3,-1.8,1.55,0.7071067812,0,0,0.7071067812
96,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,-1.5,-1.8,1.55,0.7071067812,0,0,0.7071067812
97,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,0,-1.8,1.55,0.7071067812,0,0,0.7071067812
98,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,1.5,-1.8,1.55,0.7071067812,0,0,0.7071067812
99,scanner_pose_in_world,world,meters,"qw,qx,qy,qz",+X,+Z,scanner_frame_orientation_in_world,3,-1.8,1.55,0.7071067812,0,0,0.7071067812
